Time,hour,minute,second,X-axis (g),Y-axis (g),Z-axis (g),Locomotion_Chloe,Feeding_Chloe,Locomotion_Steven,Feeding_Steven,IteragreementLocom,IteragreementFeeding
15:47:18,15,47,18,0.191406,0.738281,-0.515625,Standing,other,Standing,other,StandingStanding,otherother
15:47:19,15,47,19,0.234375,0.730469,-0.566406,Standing,other,Standing,other,StandingStanding,otherother
15:47:20,15,47,20,0.234375,0.6875,-0.589844,Standing,other,Standing,other,StandingStanding,otherother
15:47:21,15,47,21,0.300781,0.710938,-0.582031,Standing,other,Standing,other,StandingStanding,otherother
15:47:22,15,47,22,0.277344,0.714844,-0.585938,Standing,other,Standing,other,StandingStanding,otherother
15:47:23,15,47,23,0.269531,0.710938,-0.523438,Standing,other,Standing,other,StandingStanding,otherother
15:47:24,15,47,24,0.191406,0.734375,-0.53125,Standing,other,Standing,other,StandingStanding,otherother
15:47:25,15,47,25,0.269531,0.695313,-0.609375,Standing,other,Standing,other,StandingStanding,otherother
15:47:26,15,47,26,0.273438,0.683594,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:47:27,15,47,27,0.265625,0.742188,-0.546875,Standing,other,Standing,other,StandingStanding,otherother
15:47:28,15,47,28,0.207031,0.730469,-0.601563,Standing,other,Standing,other,StandingStanding,otherother
15:47:29,15,47,29,0.164063,0.734375,-0.53125,Standing,other,Standing,other,StandingStanding,otherother
15:47:30,15,47,30,0.222656,0.726563,-0.519531,Standing,other,Standing,other,StandingStanding,otherother
15:47:31,15,47,31,0.199219,0.757813,-0.574219,Standing,other,Standing,other,StandingStanding,otherother
15:47:32,15,47,32,0.144531,0.769531,-0.496094,Standing,other,Standing,other,StandingStanding,otherother
15:47:33,15,47,33,-0.125,0.882813,-0.097656,Standing,other,Standing,other,StandingStanding,otherother
15:47:34,15,47,34,-0.109375,0.796875,-0.328125,Standing,other,Standing,other,StandingStanding,otherother
15:47:35,15,47,35,-0.023438,0.875,0.203125,Standing,other,Standing,other,StandingStanding,otherother
15:47:36,15,47,36,0.167969,0.597656,0.355469,Standing,other,Standing,other,StandingStanding,otherother
15:47:37,15,47,37,0.453125,0.632813,0.535156,Standing,other,Standing,other,StandingStanding,otherother
15:47:38,15,47,38,0.03125,0.992188,0.125,Standing,other,Standing,other,StandingStanding,otherother
15:47:39,15,47,39,0.027344,0.875,-0.253906,Standing,other,Standing,other,StandingStanding,otherother
15:47:40,15,47,40,0.324219,0.941406,-0.007813,Standing,other,Standing,other,StandingStanding,otherother
15:47:41,15,47,41,0.53125,0.71875,0.269531,Standing,other,Standing,other,StandingStanding,otherother
15:47:42,15,47,42,0.589844,0.855469,0.125,Standing,other,Standing,other,StandingStanding,otherother
15:47:43,15,47,43,0.585938,0.726563,0.1875,Standing,other,Standing,other,StandingStanding,otherother
15:47:44,15,47,44,0.636719,0.734375,-0.035156,Standing,other,Standing,other,StandingStanding,otherother
15:47:45,15,47,45,0.542969,0.800781,0.058594,Standing,other,Standing,other,StandingStanding,otherother
15:47:46,15,47,46,0.46875,0.5625,0.371094,Standing,other,Standing,other,StandingStanding,otherother
15:47:47,15,47,47,-0.242188,0.9375,-0.058594,Standing,other,Standing,other,StandingStanding,otherother
15:47:48,15,47,48,-0.027344,0.890625,-0.332031,Standing,other,Standing,other,StandingStanding,otherother
15:47:49,15,47,49,0.390625,1.113281,-0.1875,Standing,other,Standing,other,StandingStanding,otherother
15:47:50,15,47,50,0.285156,0.824219,-0.050781,Standing,other,Standing,other,StandingStanding,otherother
15:47:51,15,47,51,0.03125,0.984375,-0.363281,Standing,other,Standing,other,StandingStanding,otherother
15:47:52,15,47,52,-0.046875,0.910156,-0.410156,Standing,other,Standing,other,StandingStanding,otherother
15:47:53,15,47,53,-0.109375,0.804688,-0.359375,Standing,other,Standing,other,StandingStanding,otherother
15:47:54,15,47,54,-0.128906,0.820313,-0.34375,Standing,other,Standing,other,StandingStanding,otherother
15:47:55,15,47,55,-0.140625,0.847656,-0.402344,Standing,other,Standing,other,StandingStanding,otherother
15:47:56,15,47,56,-0.183594,0.941406,-0.117188,Standing,other,Standing,other,StandingStanding,otherother
15:47:57,15,47,57,-0.085938,0.925781,-0.035156,Standing,other,Standing,other,StandingStanding,otherother
15:47:58,15,47,58,0.375,0.902344,0.390625,Standing,other,Standing,other,StandingStanding,otherother
15:47:59,15,47,59,-0.015625,1.527344,-0.238281,Standing,other,Standing,other,StandingStanding,otherother
15:48:00,15,48,0,0.179688,0.863281,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:48:01,15,48,1,0.019531,0.8125,-0.433594,Standing,other,Standing,other,StandingStanding,otherother
15:48:02,15,48,2,0.109375,0.789063,-0.570313,Standing,other,Standing,other,StandingStanding,otherother
15:48:03,15,48,3,0.09375,0.773438,-0.542969,Standing,other,Standing,other,StandingStanding,otherother
15:48:04,15,48,4,0.113281,0.769531,-0.542969,Standing,other,Standing,other,StandingStanding,otherother
15:48:05,15,48,5,0.113281,0.738281,-0.621094,Standing,other,Standing,other,StandingStanding,otherother
15:48:06,15,48,6,0.148438,0.6875,-0.496094,Standing,other,Standing,other,StandingStanding,otherother
15:48:07,15,48,7,0.199219,0.710938,-0.558594,Standing,other,Standing,other,StandingStanding,otherother
15:48:08,15,48,8,0.238281,0.71875,-0.605469,Standing,other,Standing,other,StandingStanding,otherother
15:48:09,15,48,9,0.210938,0.71875,-0.523438,Standing,other,Standing,other,StandingStanding,otherother
15:48:10,15,48,10,0.199219,0.808594,-0.511719,Standing,other,Standing,other,StandingStanding,otherother
15:48:11,15,48,11,0.175781,0.777344,-0.496094,Standing,other,Standing,other,StandingStanding,otherother
15:48:12,15,48,12,0.238281,0.738281,-0.65625,Standing,other,Standing,other,StandingStanding,otherother
15:48:13,15,48,13,0.191406,0.761719,-0.519531,Standing,other,Standing,other,StandingStanding,otherother
15:48:14,15,48,14,0.011719,0.734375,-0.515625,Standing,other,Standing,other,StandingStanding,otherother
15:48:15,15,48,15,0.148438,0.839844,-0.507813,Standing,other,Standing,other,StandingStanding,otherother
15:48:16,15,48,16,0.21875,0.722656,-0.566406,Standing,other,Standing,other,StandingStanding,otherother
15:48:17,15,48,17,0.246094,0.722656,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:48:18,15,48,18,0.125,0.730469,-0.480469,Standing,other,Standing,other,StandingStanding,otherother
15:48:19,15,48,19,0.113281,0.574219,-0.796875,Standing,other,Standing,other,StandingStanding,otherother
15:48:20,15,48,20,0.125,0.730469,-0.554688,Standing,other,Standing,other,StandingStanding,otherother
15:48:21,15,48,21,0.109375,0.765625,-0.535156,Standing,other,Standing,other,StandingStanding,otherother
15:48:22,15,48,22,0.132813,0.753906,-0.542969,Standing,other,Standing,other,StandingStanding,otherother
15:48:23,15,48,23,0.152344,0.753906,-0.523438,Standing,other,Standing,other,StandingStanding,otherother
15:48:24,15,48,24,-0.023438,0.96875,-0.328125,Standing,other,Standing,other,StandingStanding,otherother
15:48:25,15,48,25,0.15625,0.765625,-0.550781,Standing,other,Standing,other,StandingStanding,otherother
15:48:26,15,48,26,0.035156,0.75,-0.71875,Standing,other,Standing,other,StandingStanding,otherother
15:48:27,15,48,27,0.171875,0.871094,-0.355469,Standing,other,Standing,other,StandingStanding,otherother
15:48:28,15,48,28,-0.089844,0.953125,-0.132813,Standing,other,Standing,other,StandingStanding,otherother
15:48:29,15,48,29,0.136719,0.96875,-0.113281,Standing,other,Standing,other,StandingStanding,otherother
15:48:30,15,48,30,0.007813,0.941406,-0.152344,Standing,other,Standing,other,StandingStanding,otherother
15:48:31,15,48,31,-0.027344,0.832031,-0.113281,Standing,other,Standing,other,StandingStanding,otherother
15:48:32,15,48,32,0.074219,0.984375,-0.046875,Standing,other,Standing,other,StandingStanding,otherother
15:48:33,15,48,33,-0.03125,0.929688,-0.222656,Standing,other,Standing,other,StandingStanding,otherother
15:48:34,15,48,34,0.242188,0.863281,-0.40625,Standing,other,Standing,other,StandingStanding,otherother
15:48:35,15,48,35,0.371094,0.789063,-0.363281,Standing,other,Standing,other,StandingStanding,otherother
15:48:36,15,48,36,0.300781,0.6875,-0.441406,Standing,other,Standing,other,StandingStanding,otherother
15:48:37,15,48,37,0.328125,0.75,-0.421875,Standing,other,Standing,other,StandingStanding,otherother
15:48:38,15,48,38,0.308594,0.75,-0.492188,Standing,other,Standing,other,StandingStanding,otherother
15:48:39,15,48,39,0.328125,0.742188,-0.46875,Standing,other,Standing,other,StandingStanding,otherother
15:48:40,15,48,40,0.378906,0.769531,-0.460938,Standing,other,Standing,other,StandingStanding,otherother
15:48:41,15,48,41,0.359375,0.761719,-0.433594,Standing,other,Standing,other,StandingStanding,otherother
15:48:42,15,48,42,0.328125,0.773438,-0.382813,Standing,other,Standing,other,StandingStanding,otherother
15:48:43,15,48,43,0.351563,0.738281,-0.507813,Standing,other,Standing,other,StandingStanding,otherother
15:48:44,15,48,44,0.394531,0.746094,-0.503906,Standing,other,Standing,other,StandingStanding,otherother
15:48:45,15,48,45,0.347656,0.722656,-0.496094,Standing,other,Standing,other,StandingStanding,otherother
15:48:46,15,48,46,0.328125,0.730469,-0.460938,Standing,other,Standing,other,StandingStanding,otherother
15:48:47,15,48,47,0.355469,0.757813,-0.386719,Standing,other,Standing,other,StandingStanding,otherother
15:48:48,15,48,48,0.363281,0.75,-0.46875,Standing,other,Standing,other,StandingStanding,otherother
15:48:49,15,48,49,0.347656,0.734375,-0.453125,Standing,other,Standing,other,StandingStanding,otherother
15:48:50,15,48,50,0.328125,0.738281,-0.460938,Standing,other,Standing,other,StandingStanding,otherother
15:48:51,15,48,51,0.3125,0.742188,-0.503906,Standing,other,Standing,other,StandingStanding,otherother
15:48:52,15,48,52,0.285156,0.761719,-0.375,Standing,other,Standing,other,StandingStanding,otherother
15:48:53,15,48,53,0.269531,0.828125,0.429688,Standing,other,Standing,other,StandingStanding,otherother
15:48:54,15,48,54,0.484375,0.691406,0.230469,Standing,other,Standing,other,StandingStanding,otherother
15:48:55,15,48,55,0.191406,0.765625,-0.582031,Standing,other,Standing,other,StandingStanding,otherother
15:48:56,15,48,56,0.210938,0.757813,-0.5,Standing,other,Standing,other,StandingStanding,otherother
15:48:57,15,48,57,0.175781,0.785156,-0.496094,Standing,other,Standing,other,StandingStanding,otherother
15:48:58,15,48,58,0.171875,0.777344,-0.472656,Standing,other,Standing,other,StandingStanding,otherother
15:48:59,15,48,59,0.210938,0.777344,-0.4375,Standing,other,Standing,other,StandingStanding,otherother
15:49:00,15,49,0,0.335938,0.710938,-0.554688,Standing,other,Standing,other,StandingStanding,otherother
15:49:01,15,49,1,0.289063,0.726563,-0.535156,Standing,other,Standing,other,StandingStanding,otherother
15:49:02,15,49,2,0.222656,0.941406,-0.265625,Standing,other,Standing,other,StandingStanding,otherother
15:49:03,15,49,3,0.4375,0.578125,0.058594,Standing,other,Standing,other,StandingStanding,otherother
15:49:04,15,49,4,-0.035156,0.640625,-0.347656,Standing,other,Standing,other,StandingStanding,otherother
15:49:05,15,49,5,0.265625,0.734375,-0.558594,Standing,other,Standing,other,StandingStanding,otherother
15:49:06,15,49,6,0.386719,0.703125,-0.5,Standing,other,Standing,other,StandingStanding,otherother
15:49:07,15,49,7,0.394531,0.734375,-0.464844,Standing,other,Standing,other,StandingStanding,otherother
15:49:08,15,49,8,0.390625,0.691406,-0.464844,Standing,other,Standing,other,StandingStanding,otherother
15:49:09,15,49,9,0.375,0.734375,-0.453125,Standing,other,Standing,other,StandingStanding,otherother
15:49:10,15,49,10,0.382813,0.71875,-0.480469,Standing,other,Standing,other,StandingStanding,otherother
15:49:11,15,49,11,0.542969,0.769531,0.335938,Standing,other,Standing,other,StandingStanding,otherother
15:49:12,15,49,12,0.523438,0.738281,0.207031,Standing,other,Standing,other,StandingStanding,otherother
15:49:13,15,49,13,0.46875,0.757813,0.125,Standing,other,Standing,other,StandingStanding,otherother
15:49:14,15,49,14,0.417969,0.652344,0.152344,Standing,other,Standing,other,StandingStanding,otherother
15:49:15,15,49,15,0.5,0.554688,0.367188,Standing,other,Standing,other,StandingStanding,otherother
15:49:16,15,49,16,0.609375,0.566406,0.472656,Standing,other,Standing,other,StandingStanding,otherother
15:49:17,15,49,17,0.484375,0.757813,0.492188,Standing,other,Standing,other,StandingStanding,otherother
15:49:18,15,49,18,0.105469,0.5625,-0.863281,Standing,other,Standing,other,StandingStanding,otherother
15:49:19,15,49,19,-0.066406,0.84375,-0.332031,Standing,other,Standing,other,StandingStanding,otherother
15:49:20,15,49,20,0.382813,0.851563,-0.050781,Standing,other,Standing,other,StandingStanding,otherother
15:49:21,15,49,21,0.320313,0.691406,-0.296875,Standing,other,Standing,other,StandingStanding,otherother
15:49:22,15,49,22,0.191406,0.984375,0.078125,Standing,other,Standing,other,StandingStanding,otherother
15:49:23,15,49,23,0.730469,0.234375,0.152344,Standing,other,Standing,other,StandingStanding,otherother
15:49:24,15,49,24,0.710938,0.585938,0.351563,Standing,other,Standing,other,StandingStanding,otherother
15:49:25,15,49,25,0.699219,0.414063,0.46875,Standing,other,Standing,other,StandingStanding,otherother
15:49:26,15,49,26,0.550781,0.476563,0.527344,Standing,other,Standing,other,StandingStanding,otherother
15:49:27,15,49,27,0.320313,0.660156,0.328125,Standing,other,Standing,other,StandingStanding,otherother
15:49:28,15,49,28,0.132813,0.921875,0.507813,Standing,other,Standing,other,StandingStanding,otherother
15:49:29,15,49,29,0.390625,0.648438,0.300781,Standing,other,Standing,other,StandingStanding,otherother
15:49:30,15,49,30,0.300781,0.574219,0.582031,Standing,other,Standing,other,StandingStanding,otherother
15:49:31,15,49,31,0.246094,0.628906,0.472656,Standing,other,Standing,other,StandingStanding,otherother
15:49:32,15,49,32,0.28125,0.816406,0.421875,Standing,other,Standing,other,StandingStanding,otherother
15:49:33,15,49,33,0.324219,0.585938,0.660156,Standing,other,Standing,other,StandingStanding,otherother
15:49:34,15,49,34,0.210938,0.707031,0.347656,Standing,other,Standing,other,StandingStanding,otherother
15:49:35,15,49,35,0.421875,0.605469,0.34375,Standing,other,Standing,other,StandingStanding,otherother
15:49:36,15,49,36,0.570313,0.742188,0.324219,Standing,other,Standing,other,StandingStanding,otherother
15:49:37,15,49,37,0.589844,0.589844,0.144531,Standing,other,Standing,other,StandingStanding,otherother
15:49:38,15,49,38,-0.09375,0.851563,-0.503906,Standing,other,Standing,other,StandingStanding,otherother
15:49:39,15,49,39,0.160156,0.667969,-0.554688,Standing,other,Standing,other,StandingStanding,otherother
15:49:40,15,49,40,0.207031,0.722656,-0.589844,Standing,other,Standing,other,StandingStanding,otherother
15:49:41,15,49,41,0.199219,0.71875,-0.570313,Standing,other,Standing,other,StandingStanding,otherother
15:49:42,15,49,42,0.191406,0.734375,-0.605469,Standing,other,Standing,other,StandingStanding,otherother
15:49:43,15,49,43,0.179688,0.734375,-0.597656,Standing,other,Standing,other,StandingStanding,otherother
15:49:44,15,49,44,0.175781,0.765625,-0.554688,Standing,other,Standing,other,StandingStanding,otherother
15:49:45,15,49,45,0.15625,0.785156,-0.558594,Standing,other,Standing,other,StandingStanding,otherother
15:49:46,15,49,46,0.144531,0.742188,-0.558594,Standing,other,Standing,other,StandingStanding,otherother
15:49:47,15,49,47,0.21875,0.714844,-0.578125,Standing,other,Standing,other,StandingStanding,otherother
15:49:48,15,49,48,0.238281,0.742188,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:49:49,15,49,49,0.25,0.75,-0.574219,Standing,other,Standing,other,StandingStanding,otherother
15:49:50,15,49,50,0.222656,0.75,-0.582031,Standing,other,Standing,other,StandingStanding,otherother
15:49:51,15,49,51,0.105469,0.773438,-0.519531,Standing,other,Standing,other,StandingStanding,otherother
15:49:52,15,49,52,0.191406,0.785156,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:49:53,15,49,53,0.160156,0.757813,-0.585938,Standing,other,Standing,other,StandingStanding,otherother
15:49:54,15,49,54,0.164063,0.714844,-0.5625,Standing,other,Standing,other,StandingStanding,otherother
15:49:55,15,49,55,0.164063,0.71875,-0.613281,Standing,other,Standing,other,StandingStanding,otherother
15:49:56,15,49,56,0.175781,0.714844,-0.601563,Standing,other,Standing,other,StandingStanding,otherother
15:49:57,15,49,57,0.109375,0.730469,-0.605469,Standing,other,Standing,other,StandingStanding,otherother
15:49:58,15,49,58,0.148438,0.734375,-0.644531,Standing,other,Standing,other,StandingStanding,otherother
15:49:59,15,49,59,0.144531,0.730469,-0.628906,Standing,other,Standing,other,StandingStanding,otherother
15:50:00,15,50,0,-0.214844,1.007813,-0.296875,Standing,other,Standing,other,StandingStanding,otherother
15:50:01,15,50,1,0.40625,0.675781,0.3125,Standing,other,Standing,other,StandingStanding,otherother
15:50:02,15,50,2,0.558594,0.5,-0.230469,Standing,other,Standing,other,StandingStanding,otherother
15:50:03,15,50,3,0.4375,0.753906,-0.03125,Standing,other,Standing,other,StandingStanding,otherother
15:50:04,15,50,4,0.601563,0.675781,0.253906,Standing,other,Standing,other,StandingStanding,otherother
15:50:05,15,50,5,0.527344,0.519531,0.234375,Standing,other,Standing,other,StandingStanding,otherother
15:50:06,15,50,6,-0.308594,1.457031,-0.019531,Standing,other,Standing,other,StandingStanding,otherother
15:50:07,15,50,7,0.164063,1.058594,-0.515625,Standing,other,Standing,other,StandingStanding,otherother
15:50:08,15,50,8,0.273438,0.667969,-0.109375,Standing,other,Standing,other,StandingStanding,otherother
15:50:09,15,50,9,0.035156,0.648438,-0.769531,Standing,other,Standing,other,StandingStanding,otherother
15:50:10,15,50,10,0.230469,0.859375,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:50:11,15,50,11,0.289063,0.671875,-0.617188,Standing,other,Standing,other,StandingStanding,otherother
15:50:12,15,50,12,0.195313,0.683594,-0.546875,Standing,other,Standing,other,StandingStanding,otherother
15:50:13,15,50,13,0.234375,0.789063,-0.507813,Standing,other,Standing,other,StandingStanding,otherother
15:50:14,15,50,14,0.253906,0.761719,-0.644531,Standing,other,Standing,other,StandingStanding,otherother
15:50:15,15,50,15,0.246094,0.714844,-0.554688,Standing,other,Standing,other,StandingStanding,otherother
15:50:16,15,50,16,-0.335938,0.929688,-0.515625,Standing,other,Standing,other,StandingStanding,otherother
15:50:17,15,50,17,0.222656,0.777344,0.019531,Standing,other,Standing,other,StandingStanding,otherother
15:50:18,15,50,18,0.507813,0.71875,0.054688,Standing,other,Standing,other,StandingStanding,otherother
15:50:19,15,50,19,-0.101563,1,-0.042969,Standing,other,Standing,other,StandingStanding,otherother
15:50:20,15,50,20,-0.070313,0.972656,-0.285156,Standing,other,Standing,other,StandingStanding,otherother
15:50:21,15,50,21,-0.292969,0.730469,-0.460938,Standing,other,Standing,other,StandingStanding,otherother
15:50:22,15,50,22,-0.375,0.785156,-0.347656,Standing,other,Standing,other,StandingStanding,otherother
15:50:23,15,50,23,-0.417969,0.8125,-0.332031,Standing,other,Standing,other,StandingStanding,otherother
15:50:24,15,50,24,-0.328125,0.742188,-0.425781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:25,15,50,25,-0.402344,0.910156,-0.351563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:26,15,50,26,-0.496094,0.816406,0.015625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:27,15,50,27,-0.253906,0.9375,-0.023438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:28,15,50,28,-0.191406,0.992188,-0.378906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:29,15,50,29,-0.152344,0.960938,-0.375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:30,15,50,30,0.027344,0.929688,-0.039063,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:31,15,50,31,-0.148438,0.898438,0.042969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:32,15,50,32,-0.257813,0.867188,0.035156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:33,15,50,33,-0.039063,0.886719,0.492188,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:34,15,50,34,0.269531,0.679688,0.40625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:35,15,50,35,0.417969,0.589844,0.472656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:36,15,50,36,0.546875,0.613281,0.378906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:37,15,50,37,0.503906,0.578125,0.425781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:38,15,50,38,0.515625,0.613281,0.410156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:39,15,50,39,0.492188,0.667969,0.496094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:40,15,50,40,0.34375,0.984375,0.074219,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:41,15,50,41,-0.132813,0.878906,-0.417969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:42,15,50,42,-0.34375,0.652344,-0.574219,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:43,15,50,43,-0.117188,0.675781,-0.703125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:44,15,50,44,-0.1875,0.691406,-0.679688,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:45,15,50,45,-0.148438,0.703125,-0.59375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:46,15,50,46,-0.195313,0.667969,-0.65625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:47,15,50,47,-0.230469,0.675781,-0.730469,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:48,15,50,48,-0.257813,0.703125,-0.648438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:49,15,50,49,-0.214844,0.75,-0.550781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:50,15,50,50,-0.226563,0.730469,-0.664063,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:51,15,50,51,-0.238281,0.730469,-0.601563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:50:52,15,50,52,-0.179688,0.574219,-0.816406,Standing,other,Standing,other,StandingStanding,otherother
15:50:53,15,50,53,-0.105469,0.703125,-0.742188,Standing,other,Standing,other,StandingStanding,otherother
15:50:54,15,50,54,-0.085938,0.707031,-0.792969,Standing,other,Standing,other,StandingStanding,otherother
15:50:55,15,50,55,-0.148438,0.683594,-0.597656,Standing,other,Standing,other,StandingStanding,otherother
15:50:56,15,50,56,-0.15625,0.726563,-0.636719,Standing,other,Standing,other,StandingStanding,otherother
15:50:57,15,50,57,-0.160156,0.722656,-0.632813,Standing,other,Standing,other,StandingStanding,otherother
15:50:58,15,50,58,-0.117188,0.71875,-0.710938,Standing,other,Standing,other,StandingStanding,otherother
15:50:59,15,50,59,-0.222656,0.476563,-0.96875,Standing,other,Standing,other,StandingStanding,otherother
15:51:00,15,51,0,-0.082031,0.699219,-0.683594,Standing,other,Standing,other,StandingStanding,otherother
15:51:01,15,51,1,-0.085938,0.699219,-0.667969,Standing,other,Standing,other,StandingStanding,otherother
15:51:02,15,51,2,-0.105469,0.695313,-0.679688,Standing,other,Standing,other,StandingStanding,otherother
15:51:03,15,51,3,-0.203125,0.726563,-0.730469,Standing,other,Standing,other,StandingStanding,otherother
15:51:04,15,51,4,-0.144531,0.707031,-0.671875,Standing,other,Standing,other,StandingStanding,otherother
15:51:05,15,51,5,-0.21875,0.699219,-0.640625,Standing,other,Standing,other,StandingStanding,otherother
15:51:06,15,51,6,-0.214844,0.695313,-0.644531,Standing,other,Standing,other,StandingStanding,otherother
15:51:07,15,51,7,-0.21875,0.679688,-0.644531,Standing,other,Standing,other,StandingStanding,otherother
15:51:08,15,51,8,-0.207031,0.695313,-0.628906,Standing,other,Standing,other,StandingStanding,otherother
15:51:09,15,51,9,-0.21875,0.734375,-0.601563,Standing,other,Standing,other,StandingStanding,otherother
15:51:10,15,51,10,-0.21875,0.726563,-0.566406,Standing,other,Standing,other,StandingStanding,otherother
15:51:11,15,51,11,-0.191406,0.699219,-0.632813,Standing,other,Standing,other,StandingStanding,otherother
15:51:12,15,51,12,-0.179688,0.695313,-0.675781,Standing,other,Standing,other,StandingStanding,otherother
15:51:13,15,51,13,-0.144531,0.679688,-0.609375,Standing,other,Standing,other,StandingStanding,otherother
15:51:14,15,51,14,-0.335938,0.789063,-0.484375,Standing,other,Standing,other,StandingStanding,otherother
15:51:15,15,51,15,-0.265625,0.800781,-0.558594,Standing,other,Standing,other,StandingStanding,otherother
15:51:16,15,51,16,-0.351563,0.699219,-0.566406,Standing,other,Standing,other,StandingStanding,otherother
15:51:17,15,51,17,-0.386719,0.710938,-0.550781,Standing,other,Standing,other,StandingStanding,otherother
15:51:18,15,51,18,-0.492188,0.753906,-0.359375,Standing,other,Standing,other,StandingStanding,otherother
15:51:19,15,51,19,-0.511719,0.71875,-0.371094,Standing,other,Standing,other,StandingStanding,otherother
15:51:20,15,51,20,-0.488281,0.734375,-0.441406,Standing,other,Standing,other,StandingStanding,otherother
15:51:21,15,51,21,-0.289063,0.871094,-0.382813,Standing,other,Standing,other,StandingStanding,otherother
15:51:22,15,51,22,-0.324219,0.804688,-0.445313,Standing,other,Standing,other,StandingStanding,otherother
15:51:23,15,51,23,-0.269531,0.773438,-0.480469,Standing,other,Standing,other,StandingStanding,otherother
15:51:24,15,51,24,-0.230469,0.789063,-0.519531,Standing,other,Standing,other,StandingStanding,otherother
15:51:25,15,51,25,0.292969,0.867188,-0.277344,Standing,other,Standing,other,StandingStanding,otherother
15:51:26,15,51,26,0.457031,0.789063,-0.117188,Standing,other,Standing,other,StandingStanding,otherother
15:51:27,15,51,27,0.480469,0.804688,-0.136719,Standing,other,Standing,other,StandingStanding,otherother
15:51:28,15,51,28,0.460938,0.800781,-0.113281,Standing,other,Standing,other,StandingStanding,otherother
15:51:29,15,51,29,-0.007813,0.933594,-0.289063,Standing,other,Standing,other,StandingStanding,otherother
15:51:30,15,51,30,-0.34375,0.773438,-0.601563,Standing,other,Standing,other,StandingStanding,otherother
15:51:31,15,51,31,-0.292969,0.730469,-0.578125,Standing,other,Standing,other,StandingStanding,otherother
15:51:32,15,51,32,-0.277344,0.730469,-0.589844,Standing,other,Standing,other,StandingStanding,otherother
15:51:33,15,51,33,-0.222656,0.664063,-0.652344,Standing,other,Standing,other,StandingStanding,otherother
15:51:34,15,51,34,-0.21875,0.695313,-0.65625,Standing,other,Standing,other,StandingStanding,otherother
15:51:35,15,51,35,-0.214844,0.71875,-0.625,Standing,other,Standing,other,StandingStanding,otherother
15:51:36,15,51,36,-0.210938,0.699219,-0.636719,Standing,other,Standing,other,StandingStanding,otherother
15:51:37,15,51,37,-0.203125,0.699219,-0.652344,Standing,other,Standing,other,StandingStanding,otherother
15:51:38,15,51,38,-0.21875,0.699219,-0.621094,Standing,other,Standing,other,StandingStanding,otherother
15:51:39,15,51,39,-0.230469,0.699219,-0.648438,Standing,other,Standing,other,StandingStanding,otherother
15:51:40,15,51,40,-0.21875,0.714844,-0.644531,Standing,other,Standing,other,StandingStanding,otherother
15:51:41,15,51,41,-0.308594,0.632813,-0.582031,Standing,other,Standing,other,StandingStanding,otherother
15:51:42,15,51,42,-0.222656,0.691406,-0.652344,Standing,other,Standing,other,StandingStanding,otherother
15:51:43,15,51,43,-0.199219,0.695313,-0.660156,Standing,other,Standing,other,StandingStanding,otherother
15:51:44,15,51,44,-0.179688,0.664063,-0.640625,Standing,other,Standing,other,StandingStanding,otherother
15:51:45,15,51,45,-0.179688,0.699219,-0.699219,Standing,other,Standing,other,StandingStanding,otherother
15:51:46,15,51,46,-0.175781,0.667969,-0.65625,Standing,other,Standing,other,StandingStanding,otherother
