Time,hour,minute,second,X-axis (g),Y-axis (g),Z-axis (g),Locomotion_Chloe,Feeding_Chloe,Locomotion_Steven,Feeding_Steven,IteragreementLocom,IteragreementFeeding
15:19:59,15,19,59,0.445313,0.816406,-0.097656,Walking,other,Walking,other,WalkingWalking,otherother
15:20:00,15,20,0,0.386719,1.011719,0.492188,Walking,other,Walking,other,WalkingWalking,otherother
15:20:01,15,20,1,0.796875,1.136719,-0.105469,Walking,other,Walking,other,WalkingWalking,otherother
15:20:02,15,20,2,0.605469,0.71875,0.195313,Walking,other,Walking,other,WalkingWalking,otherother
15:20:03,15,20,3,0.316406,1.332031,-0.523438,Walking,other,Walking,other,WalkingWalking,otherother
15:20:04,15,20,4,0.328125,1.390625,-0.144531,Walking,other,Walking,other,WalkingWalking,otherother
15:20:05,15,20,5,0.101563,0.789063,-0.488281,Walking,other,Walking,other,WalkingWalking,otherother
15:20:06,15,20,6,0.367188,0.847656,-0.222656,Walking,other,Walking,other,WalkingWalking,otherother
15:20:07,15,20,7,0.464844,0.535156,0.515625,Walking,other,Walking,other,WalkingWalking,otherother
15:20:08,15,20,8,0.171875,0.894531,-0.097656,Walking,other,Walking,other,WalkingWalking,otherother
15:20:09,15,20,9,0.335938,1.136719,-0.5,Walking,other,Walking,other,WalkingWalking,otherother
15:20:10,15,20,10,0.097656,1.015625,0.078125,Walking,other,Walking,other,WalkingWalking,otherother
15:20:11,15,20,11,-0.375,0.941406,-0.023438,Walking,other,Walking,other,WalkingWalking,otherother
15:20:12,15,20,12,-0.101563,0.71875,-0.15625,Walking,other,Walking,other,WalkingWalking,otherother
15:20:13,15,20,13,0.554688,0.488281,-0.980469,Walking,other,Walking,other,WalkingWalking,otherother
15:20:14,15,20,14,0.3125,1.226563,-0.457031,Standing,other,Standing,other,StandingStanding,otherother
15:20:15,15,20,15,0.003906,0.453125,-0.832031,Standing,other,Standing,other,StandingStanding,otherother
15:20:16,15,20,16,0.070313,0.929688,-0.140625,Standing,other,Standing,other,StandingStanding,otherother
15:20:17,15,20,17,0.375,0.578125,-0.511719,Standing,other,Standing,other,StandingStanding,otherother
15:20:18,15,20,18,0.453125,1.261719,0.609375,Standing,other,Standing,other,StandingStanding,otherother
15:20:19,15,20,19,0.71875,0.5,0.464844,Standing,other,Standing,other,StandingStanding,otherother
15:20:20,15,20,20,0.585938,0.550781,-0.195313,Standing,other,Standing,other,StandingStanding,otherother
15:20:21,15,20,21,0.164063,0.746094,-0.578125,Standing,other,Standing,other,StandingStanding,otherother
15:20:22,15,20,22,0.292969,0.832031,-0.53125,Standing,other,Standing,other,StandingStanding,otherother
15:20:23,15,20,23,0.328125,0.738281,-0.433594,Standing,other,Standing,other,StandingStanding,otherother
15:20:24,15,20,24,0.242188,0.597656,-0.585938,Standing,other,Standing,other,StandingStanding,otherother
15:20:25,15,20,25,0.257813,0.820313,-0.476563,Standing,other,Standing,other,StandingStanding,otherother
15:20:26,15,20,26,-0.144531,0.625,-0.152344,Standing,other,Standing,other,StandingStanding,otherother
15:20:27,15,20,27,0.097656,1.308594,0.261719,Standing,other,Standing,other,StandingStanding,otherother
15:20:28,15,20,28,0.035156,0.996094,-0.457031,Standing,other,Standing,other,StandingStanding,otherother
15:20:29,15,20,29,-0.140625,1.996094,1.710938,Standing,other,Standing,other,StandingStanding,otherother
15:20:30,15,20,30,0.351563,0.65625,-0.082031,Standing,other,Standing,other,StandingStanding,otherother
15:20:31,15,20,31,0.214844,0.933594,-0.117188,Standing,other,Standing,other,StandingStanding,otherother
15:20:32,15,20,32,0.21875,0.578125,-0.265625,Standing,other,Standing,other,StandingStanding,otherother
15:20:33,15,20,33,0.472656,0.800781,-0.546875,Standing,other,Standing,other,StandingStanding,otherother
15:20:34,15,20,34,0.371094,0.710938,-0.523438,Standing,other,Standing,other,StandingStanding,otherother
15:20:35,15,20,35,-0.730469,1.289063,-0.3125,Standing,other,Standing,other,StandingStanding,otherother
15:20:36,15,20,36,0.304688,0.871094,-0.386719,Standing,other,Standing,other,StandingStanding,otherother
15:20:37,15,20,37,-2,1.996094,-2,Standing,other,Standing,other,StandingStanding,otherother
15:20:38,15,20,38,0.558594,0.722656,-0.046875,Standing,other,Standing,other,StandingStanding,otherother
15:20:39,15,20,39,0.46875,0.929688,-0.628906,Standing,other,Standing,other,StandingStanding,otherother
15:20:40,15,20,40,0.265625,0.722656,-0.535156,Standing,other,Standing,other,StandingStanding,otherother
15:20:41,15,20,41,0.257813,0.75,-0.59375,Standing,other,Standing,other,StandingStanding,otherother
15:20:42,15,20,42,0.238281,0.707031,-0.539063,Standing,other,Standing,other,StandingStanding,otherother
15:20:43,15,20,43,0.253906,0.710938,-0.5625,Standing,other,Standing,other,StandingStanding,otherother
15:20:44,15,20,44,0.246094,0.726563,-0.546875,Standing,other,Standing,other,StandingStanding,otherother
15:20:45,15,20,45,0.4375,0.601563,-0.289063,Standing,other,Standing,other,StandingStanding,otherother
15:20:46,15,20,46,0.621094,0.664063,-0.085938,Standing,other,Standing,other,StandingStanding,otherother
15:20:47,15,20,47,0.640625,0.734375,-0.015625,Standing,other,Standing,other,StandingStanding,otherother
15:20:48,15,20,48,0.667969,0.722656,-0.039063,Standing,other,Standing,other,StandingStanding,otherother
15:20:49,15,20,49,0.617188,0.667969,0.003906,Standing,other,Standing,other,StandingStanding,otherother
15:20:50,15,20,50,0.585938,0.632813,0.019531,Standing,other,Standing,other,StandingStanding,otherother
15:20:51,15,20,51,0.617188,0.546875,0.1875,Standing,other,Standing,other,StandingStanding,otherother
15:20:52,15,20,52,0.648438,0.652344,0.175781,Standing,other,Standing,other,StandingStanding,otherother
15:20:53,15,20,53,-0.304688,0.074219,-0.023438,Standing,other,Standing,other,StandingStanding,otherother
15:20:54,15,20,54,0.875,0.753906,0.292969,Standing,other,Standing,other,StandingStanding,otherother
15:20:55,15,20,55,0.316406,0.515625,1.078125,Standing,other,Standing,other,StandingStanding,otherother
15:20:56,15,20,56,0.03125,1.53125,0.320313,Standing,other,Standing,other,StandingStanding,otherother
15:20:57,15,20,57,0.136719,0.882813,0.769531,Standing,other,Standing,other,StandingStanding,otherother
15:20:58,15,20,58,0.53125,0.535156,0.28125,Standing,other,Standing,other,StandingStanding,otherother
15:20:59,15,20,59,0.785156,0.304688,0.441406,Standing,other,Standing,other,StandingStanding,otherother
15:21:00,15,21,0,0.3125,0.695313,0.269531,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:01,15,21,1,0.425781,0.839844,0.234375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:02,15,21,2,0.515625,0.984375,0.046875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:03,15,21,3,0.582031,0.734375,-0.085938,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:04,15,21,4,0.679688,0.816406,-0.058594,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:05,15,21,5,0.523438,0.945313,-0.828125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:06,15,21,6,0.496094,0.914063,-0.667969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:07,15,21,7,0.25,0.890625,-0.0625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:08,15,21,8,0.417969,0.617188,0.097656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:09,15,21,9,0.808594,0.421875,0.511719,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:10,15,21,10,0.539063,0.636719,-0.523438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:11,15,21,11,0.140625,0.789063,-0.148438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:12,15,21,12,0.105469,1.996094,1.792969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:13,15,21,13,0.304688,0.65625,0.082031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:14,15,21,14,0.210938,0.832031,-0.238281,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:15,15,21,15,0.746094,0.871094,0.285156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:16,15,21,16,0.890625,0.738281,0.621094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:17,15,21,17,0.75,0.550781,0.257813,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:18,15,21,18,0.558594,1.0625,0.480469,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:19,15,21,19,0.601563,0.726563,-0.015625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:20,15,21,20,0.109375,0.738281,-0.578125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:21,15,21,21,0.191406,0.800781,-0.332031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:22,15,21,22,0.105469,0.710938,-0.613281,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:23,15,21,23,0.292969,0.757813,-0.484375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:24,15,21,24,0.234375,0.636719,-0.402344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:25,15,21,25,0.3125,0.777344,-0.582031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:26,15,21,26,0.367188,0.71875,-0.691406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:27,15,21,27,0.257813,0.671875,-0.644531,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:28,15,21,28,0.261719,0.761719,-0.664063,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:29,15,21,29,0.304688,0.851563,0.21875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:30,15,21,30,0.308594,0.828125,-0.09375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:31,15,21,31,-0.03125,0.925781,-0.207031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:32,15,21,32,-0.070313,0.832031,-0.25,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:33,15,21,33,0.039063,0.867188,-0.191406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:34,15,21,34,0.152344,0.929688,-0.585938,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:35,15,21,35,0.042969,0.777344,-0.253906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:36,15,21,36,-0.007813,0.796875,-0.441406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:37,15,21,37,0.082031,0.796875,-0.371094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:38,15,21,38,0.007813,0.890625,-0.097656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:39,15,21,39,0.269531,0.996094,-0.429688,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:40,15,21,40,0.402344,0.878906,-0.441406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:41,15,21,41,0.597656,1.039063,-0.214844,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:42,15,21,42,0.539063,0.644531,-0.207031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:43,15,21,43,0.429688,0.558594,-0.050781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:44,15,21,44,0.382813,0.664063,-0.222656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:45,15,21,45,0.550781,0.5625,-0.15625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:46,15,21,46,1.023438,0.703125,0.4375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:47,15,21,47,0.683594,0.738281,0.210938,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:48,15,21,48,0.597656,0.570313,-0.058594,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:49,15,21,49,0.679688,0.667969,0.054688,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:50,15,21,50,0.679688,0.660156,0.121094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:51,15,21,51,0.847656,0.597656,0.230469,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:52,15,21,52,0.640625,0.488281,0.015625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:53,15,21,53,0.984375,1.089844,-0.082031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:54,15,21,54,-0.132813,1.027344,0.222656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:55,15,21,55,0.464844,0.761719,-0.074219,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:56,15,21,56,0.523438,0.59375,-0.226563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:57,15,21,57,0.246094,0.4375,-0.023438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:58,15,21,58,0.414063,0.835938,-0.21875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:21:59,15,21,59,0.015625,1.039063,0.097656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:00,15,22,0,0.242188,0.738281,-0.140625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:01,15,22,1,0.285156,1.199219,-0.054688,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:02,15,22,2,0.789063,0.863281,-0.171875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:03,15,22,3,0.53125,0.949219,-0.382813,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:04,15,22,4,0.332031,0.757813,-0.195313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:05,15,22,5,0.261719,0.722656,0.003906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:06,15,22,6,0.363281,1.023438,-0.789063,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:07,15,22,7,0.09375,0.890625,-0.265625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:08,15,22,8,0.070313,0.996094,-0.484375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:09,15,22,9,0.375,0.871094,-0.304688,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:10,15,22,10,0.449219,0.863281,0.226563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:11,15,22,11,0.445313,0.941406,-0.324219,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:12,15,22,12,0.300781,0.816406,0.050781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:13,15,22,13,0.339844,0.816406,-0.109375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:14,15,22,14,0.253906,0.871094,-0.019531,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:15,15,22,15,0.546875,0.144531,0.648438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:16,15,22,16,0.433594,0.230469,0.703125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:17,15,22,17,0.347656,0.265625,0.617188,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:18,15,22,18,0.648438,0.722656,0.5625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:19,15,22,19,0.621094,0.785156,0.398438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:20,15,22,20,0.449219,0.683594,0.027344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:21,15,22,21,0.226563,0.910156,-0.128906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:22,15,22,22,0.09375,0.683594,-0.476563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:23,15,22,23,0.28125,0.6875,-0.550781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:24,15,22,24,0.144531,0.695313,-0.695313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:25,15,22,25,0.152344,0.667969,-0.253906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:26,15,22,26,0.242188,0.644531,-0.625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:27,15,22,27,0.207031,0.710938,-0.542969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:28,15,22,28,-0.203125,0.742188,-0.402344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:29,15,22,29,0.121094,0.890625,-0.175781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:30,15,22,30,0.386719,1.039063,-0.121094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:31,15,22,31,0.191406,0.964844,-0.023438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:32,15,22,32,0.035156,0.746094,-0.453125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:33,15,22,33,0.113281,0.730469,-0.53125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:34,15,22,34,-0.285156,0.972656,-0.496094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:35,15,22,35,-0.261719,0.933594,-0.21875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:36,15,22,36,-0.167969,0.972656,-0.175781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:37,15,22,37,0.242188,0.863281,0.085938,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:38,15,22,38,0.347656,0.8125,-0.117188,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:39,15,22,39,0.617188,0.828125,-0.15625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:40,15,22,40,0.347656,0.726563,0.128906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:41,15,22,41,0.273438,0.601563,-0.097656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:42,15,22,42,0.644531,0.917969,-0.160156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:43,15,22,43,0.503906,0.785156,-0.144531,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:44,15,22,44,0.363281,0.96875,-0.09375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:45,15,22,45,-0.042969,0.863281,-0.203125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:46,15,22,46,0.015625,1.019531,-0.117188,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:47,15,22,47,-0.144531,0.890625,0.011719,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:48,15,22,48,-0.214844,0.949219,0.035156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:49,15,22,49,-0.015625,0.9375,-0.191406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:50,15,22,50,0.132813,0.816406,-0.167969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:51,15,22,51,0.582031,0.792969,-0.191406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:52,15,22,52,0.527344,0.625,-0.160156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:53,15,22,53,0.464844,0.617188,-0.164063,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:54,15,22,54,0.644531,0.652344,0,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:55,15,22,55,0.691406,0.578125,-0.007813,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:56,15,22,56,0.523438,0.707031,-0.226563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:57,15,22,57,0.292969,0.890625,-0.320313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:58,15,22,58,-0.015625,0.730469,-0.195313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:22:59,15,22,59,0.105469,0.972656,-0.359375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:00,15,23,0,0.054688,0.996094,-0.726563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:01,15,23,1,-0.007813,0.917969,-0.132813,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:02,15,23,2,-0.191406,0.824219,-0.089844,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:03,15,23,3,0.125,1.097656,-0.15625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:04,15,23,4,-0.167969,0.921875,-0.011719,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:05,15,23,5,-2,1.738281,1.101563,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:06,15,23,6,-0.132813,0.875,-0.246094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:07,15,23,7,-0.277344,0.925781,-0.253906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:08,15,23,8,-0.046875,0.898438,-0.359375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:09,15,23,9,0.03125,0.984375,-0.058594,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:10,15,23,10,-0.105469,0.898438,-0.1875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:11,15,23,11,0.351563,0.902344,-0.316406,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:12,15,23,12,0.242188,0.832031,-0.074219,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:13,15,23,13,0.253906,0.785156,-0.195313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:14,15,23,14,0.21875,0.984375,-0.238281,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:15,15,23,15,0.113281,1.003906,-0.265625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:16,15,23,16,0.332031,1.03125,-0.617188,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:17,15,23,17,0.160156,0.988281,-0.21875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:18,15,23,18,0.136719,0.804688,-0.195313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:19,15,23,19,0.195313,0.949219,-0.230469,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:20,15,23,20,0.101563,1.082031,-0.386719,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:21,15,23,21,-0.105469,0.863281,-0.265625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:22,15,23,22,-0.007813,0.933594,-0.277344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:23,15,23,23,-0.121094,0.800781,-0.117188,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:24,15,23,24,0.074219,0.980469,-0.144531,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:25,15,23,25,-0.128906,0.933594,-0.425781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:26,15,23,26,-0.144531,0.785156,-0.320313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:27,15,23,27,0.097656,1.023438,-0.480469,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:28,15,23,28,0.152344,0.886719,0.058594,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:29,15,23,29,0.425781,0.441406,-0.054688,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:30,15,23,30,0.019531,0.980469,0.027344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:31,15,23,31,0.007813,1.058594,0.070313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:32,15,23,32,-0.019531,1.050781,-0.167969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:33,15,23,33,0.265625,0.910156,-0.320313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:34,15,23,34,0.28125,0.78125,-0.230469,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:35,15,23,35,0.058594,0.867188,-0.320313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:36,15,23,36,-0.207031,0.773438,-0.210938,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:37,15,23,37,0.25,0.417969,-0.417969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:38,15,23,38,0.453125,0.734375,-0.648438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:39,15,23,39,0.277344,0.648438,-0.527344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:40,15,23,40,0.308594,0.703125,-0.628906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:41,15,23,41,0.246094,0.726563,-0.71875,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:42,15,23,42,0.117188,0.734375,-0.507813,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:43,15,23,43,0.101563,0.90625,-0.332031,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:44,15,23,44,0.449219,0.835938,-0.273438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:45,15,23,45,0.53125,0.789063,-0.164063,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:46,15,23,46,0.515625,0.75,-0.152344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:47,15,23,47,0.507813,0.765625,-0.253906,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:48,15,23,48,0.636719,1.023438,-0.535156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:49,15,23,49,0.585938,0.308594,0.09375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:50,15,23,50,0.339844,0.683594,0.109375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:51,15,23,51,0.40625,0.859375,-0.246094,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:52,15,23,52,0.460938,0.773438,-0.410156,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:53,15,23,53,0.382813,0.722656,-0.15625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:54,15,23,54,0.320313,0.835938,-0.339844,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:55,15,23,55,0.433594,0.800781,-0.050781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:56,15,23,56,0.546875,0.710938,-0.15625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:57,15,23,57,0.613281,0.480469,-0.125,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:58,15,23,58,0.722656,0.597656,0.136719,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:23:59,15,23,59,0.863281,0.777344,-0.148438,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:00,15,24,0,0.65625,0.664063,-0.320313,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:01,15,24,1,0.503906,0.78125,-0.277344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:02,15,24,2,0.4375,0.699219,-0.402344,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:03,15,24,3,0.367188,0.71875,-0.488281,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:04,15,24,4,0.074219,0.671875,-0.472656,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:05,15,24,5,0.460938,0.796875,0.09375,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:06,15,24,6,0.230469,0.3125,-0.917969,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:07,15,24,7,0.300781,0.65625,-0.558594,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:08,15,24,8,0.300781,0.738281,-0.515625,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
15:24:09,15,24,9,0.257813,0.714844,-0.550781,Standing,Eating,Standing,Eating,StandingStanding,EatingEating
